timestamp,type,source_ip,source_port,destination_ip,destination_port,protocol,packet_size
1669869783.815093,IP,172.16.42.215,39705,3.221.46.196,443,6,33
1669869783.879812,IP,3.221.46.196,443,172.16.42.215,39705,6,0
1669869783.880365,IP,3.221.46.196,443,172.16.42.215,39705,6,31
1669869783.883405,IP,172.16.42.215,39705,3.221.46.196,443,6,0
1669869784.224209,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869785.098817,IP,162.159.134.234,443,172.16.42.226,60486,6,214
1669869785.607763,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869786.06799,IP,162.159.134.234,443,172.16.42.226,60486,6,315
1669869786.363103,IP,172.16.42.226,34532,142.251.116.100,80,6,112
1669869786.365795,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869786.400091,IP,142.251.116.100,80,172.16.42.226,34532,6,127
1669869786.401138,IP,172.16.42.226,34532,142.251.116.100,80,6,0
1669869788.159874,IP,172.16.42.226,53092,172.16.42.1,1471,6,1088
1669869788.160111,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869788.221951,IP,172.16.42.226,59718,172.16.42.1,1471,6,1095
1669869788.222244,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869788.22611,IP,172.16.42.1,1471,172.16.42.226,59718,6,139
1669869788.230936,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869788.241163,IP,172.16.42.1,1471,172.16.42.226,53092,6,390
1669869788.241954,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869789.214403,IP,172.16.42.226,53092,172.16.42.1,1471,6,1270
1669869789.214637,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869789.47899,IP,172.16.42.1,1471,172.16.42.226,53092,6,208
1669869789.908547,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869789.929363,IP,172.16.42.226,53092,172.16.42.1,1471,6,1229
1669869789.929585,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869790.666052,IP,172.16.42.1,1471,172.16.42.226,53092,6,285
1669869791.006025,IP,172.16.42.226,34356,35.186.224.47,443,6,43
1669869791.012775,IP,35.186.224.47,443,172.16.42.226,34356,6,0
1669869791.058076,IP,35.186.224.47,443,172.16.42.226,34356,6,40
1669869791.075848,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869791.078884,IP,162.159.134.234,443,172.16.42.226,60486,6,284
1669869791.080254,IP,172.16.42.226,34356,35.186.224.47,443,6,0
1669869791.080255,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869791.590391,IP,162.159.134.234,443,172.16.42.226,60486,6,620
1669869791.963293,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869792.139142,IP,162.159.134.234,443,172.16.42.226,60486,6,418
1669869792.141064,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869792.317329,IP,162.159.134.234,443,172.16.42.226,60486,6,239
1669869792.389876,IP,162.159.134.234,443,172.16.42.226,60486,6,338
1669869792.775888,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869792.776277,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869793.193591,IP,172.16.42.226,45480,35.244.218.227,443,6,0
1669869793.204872,IP,35.244.218.227,443,172.16.42.226,45480,6,0
1669869793.22769,IP,172.16.42.226,53092,172.16.42.1,1471,6,1095
1669869793.227927,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869793.229808,IP,172.16.42.226,59718,172.16.42.1,1471,6,1088
1669869793.233014,IP,172.16.42.1,1471,172.16.42.226,53092,6,139
1669869793.233834,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869793.2703,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869793.303296,IP,162.159.134.234,443,172.16.42.226,60486,6,68
1669869793.305915,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869793.314433,IP,172.16.42.1,1471,172.16.42.226,59718,6,390
1669869793.315349,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869793.438285,IP,172.16.42.1,1471,172.16.42.226,43124,6,0
1669869793.438411,IP,172.16.42.1,1471,172.16.42.226,37722,6,0
1669869793.704595,IP,172.16.42.226,60646,44.240.84.205,443,6,113
1669869793.704596,IP,172.16.42.226,60646,44.240.84.205,443,6,460
1669869793.704596,IP,172.16.42.226,37722,172.16.42.1,1471,6,0
1669869793.704596,IP,172.16.42.226,43124,172.16.42.1,1471,6,0
1669869793.744726,IP,44.240.84.205,443,172.16.42.226,60646,6,0
1669869793.745228,IP,44.240.84.205,443,172.16.42.226,60646,6,0
1669869793.745409,IP,44.240.84.205,443,172.16.42.226,60646,6,46
1669869793.761882,IP,44.240.84.205,443,172.16.42.226,60646,6,575
1669869793.762631,IP,44.240.84.205,443,172.16.42.226,60646,6,38
1669869793.763721,IP,172.16.42.226,60646,44.240.84.205,443,6,0
1669869793.771268,IP,172.16.42.226,60646,44.240.84.205,443,6,42
1669869793.852098,IP,44.240.84.205,443,172.16.42.226,60646,6,0
1669869793.864548,IP,162.159.134.234,443,172.16.42.226,60486,6,133
1669869793.86538,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869794.209247,IP,172.16.42.226,59718,172.16.42.1,1471,6,1270
1669869794.209483,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869794.4949,IP,172.16.42.1,1471,172.16.42.226,59718,6,208
1669869794.585993,IP,162.159.134.234,443,172.16.42.226,60486,6,80
1669869794.762288,IP,162.159.134.234,443,172.16.42.226,60486,6,53
1669869795.054941,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869795.054942,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869795.054943,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869795.063297,IP,172.16.42.226,59718,172.16.42.1,1471,6,1229
1669869795.063618,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869795.09849,IP,162.159.134.234,443,172.16.42.226,60486,6,58
1669869795.099599,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869795.491821,IP,162.159.134.234,443,172.16.42.226,60486,6,43
1669869795.685678,IP,162.159.134.234,443,172.16.42.226,60486,6,149
1669869795.846293,IP,172.16.42.1,1471,172.16.42.226,59718,6,325
1669869795.856099,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869795.856101,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869795.904324,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869798.150525,IP,172.16.42.226,59718,172.16.42.1,1471,6,1088
1669869798.150783,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869798.208603,IP,172.16.42.1,1471,172.16.42.226,59718,6,390
1669869798.209518,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869798.219834,IP,172.16.42.226,59718,172.16.42.1,1471,6,1095
1669869798.220061,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869798.224098,IP,172.16.42.1,1471,172.16.42.226,59718,6,139
1669869798.272627,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869798.515235,IP,162.159.134.234,443,172.16.42.226,60486,6,163
1669869798.925771,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869799.205817,IP,172.16.42.226,59718,172.16.42.1,1471,6,1270
1669869799.206055,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869799.420508,IP,162.159.134.234,443,172.16.42.226,60486,6,1441
1669869799.421108,IP,162.159.134.234,443,172.16.42.226,60486,6,1441
1669869799.421351,IP,162.159.134.234,443,172.16.42.226,60486,6,266
1669869799.484653,IP,172.16.42.1,1471,172.16.42.226,59718,6,208
1669869799.944191,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869799.944192,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869799.953553,IP,172.16.42.226,59718,172.16.42.1,1471,6,1229
1669869799.953776,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869800.070764,IP,162.159.134.234,443,172.16.42.226,60486,6,88
1669869800.154777,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869800.792221,IP,172.16.42.1,1471,172.16.42.226,59718,6,365
1669869801.22039,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869803.149249,IP,162.159.134.234,443,172.16.42.226,60486,6,94
1669869803.223048,IP,172.16.42.226,59718,172.16.42.1,1471,6,1095
1669869803.22328,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869803.224576,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869803.228148,IP,172.16.42.1,1471,172.16.42.226,59718,6,139
1669869803.228903,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869804.221817,IP,172.16.42.226,59718,172.16.42.1,1471,6,1270
1669869804.222054,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869804.511998,IP,172.16.42.1,1471,172.16.42.226,59718,6,208
1669869804.858906,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869804.878353,IP,172.16.42.226,59718,172.16.42.1,1471,6,1229
1669869804.878578,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869805.435381,IP,172.16.42.1,1471,172.16.42.226,59718,6,410
1669869805.77501,IP,162.159.134.234,443,172.16.42.226,60486,6,256
1669869805.792028,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869805.806627,IP,162.159.134.234,443,172.16.42.226,60486,6,50
1669869805.8461,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869805.846805,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869805.868782,IP,162.159.134.234,443,172.16.42.226,60486,6,166
1669869805.869703,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869806.539911,IP,162.159.134.234,443,172.16.42.226,60486,6,157
1669869806.896563,IP,162.159.134.234,443,172.16.42.226,60486,6,175
1669869807.022912,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869807.022913,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869807.803477,IP,162.159.134.234,443,172.16.42.226,60486,6,484
1669869808.15478,IP,172.16.42.226,59718,172.16.42.1,1471,6,1088
1669869808.155015,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869808.158523,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869808.223197,IP,172.16.42.226,53092,172.16.42.1,1471,6,1095
1669869808.2326,IP,172.16.42.1,1471,172.16.42.226,53092,6,139
1669869808.233497,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869808.247423,IP,172.16.42.1,1471,172.16.42.226,59718,6,390
1669869808.248217,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869808.248651,IP,172.16.42.226,53092,172.16.42.1,1471,6,1088
1669869808.294308,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869808.296015,IP,172.16.42.226,45480,35.244.218.227,443,6,0
1669869808.319353,IP,35.244.218.227,443,172.16.42.226,45480,6,0
1669869808.34673,IP,172.16.42.1,1471,172.16.42.226,53092,6,390
1669869808.396,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869808.706285,IP,172.16.42.1,1471,172.16.42.226,43124,6,0
1669869808.706413,IP,172.16.42.1,1471,172.16.42.226,37722,6,0
1669869809.159977,IP,172.16.42.226,37722,172.16.42.1,1471,6,0
1669869809.159978,IP,172.16.42.226,43124,172.16.42.1,1471,6,0
1669869809.214076,IP,172.16.42.226,53092,172.16.42.1,1471,6,1270
1669869809.214366,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869809.490388,IP,162.159.134.234,443,172.16.42.226,60486,6,129
1669869809.492313,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869809.535963,IP,172.16.42.1,1471,172.16.42.226,53092,6,208
1669869809.542707,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869809.551183,IP,172.16.42.226,53092,172.16.42.1,1471,6,1229
1669869809.551398,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869810.796455,IP,172.16.42.1,1471,172.16.42.226,53092,6,446
1669869811.258053,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869811.271404,IP,162.159.134.234,443,172.16.42.226,60486,6,148
1669869811.274019,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869811.66765,IP,162.159.134.234,443,172.16.42.226,60486,6,90
1669869811.751196,IP,104.26.4.215,443,172.16.42.226,53022,6,39
1669869811.751677,IP,104.26.4.215,443,172.16.42.226,53022,6,24
1669869811.809931,IP,104.26.4.215,443,172.16.42.226,53022,6,24
1669869811.947324,IP,162.159.134.234,443,172.16.42.226,60486,6,128
1669869812.027177,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869812.02763,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869812.027632,IP,172.16.42.226,53022,104.26.4.215,443,6,0
1669869812.027632,IP,172.16.42.226,53022,104.26.4.215,443,6,0
1669869812.040269,IP,104.26.4.215,443,172.16.42.226,53022,6,0
1669869812.649594,IP,172.16.42.226,44720,13.66.138.105,443,6,0
1669869812.707923,IP,13.66.138.105,443,172.16.42.226,44720,6,0
1669869813.227068,IP,172.16.42.226,53092,172.16.42.1,1471,6,1095
1669869813.227302,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869813.232315,IP,172.16.42.1,1471,172.16.42.226,53092,6,139
1669869813.234763,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869813.325545,IP,99.83.183.187,443,172.16.42.215,38168,6,46
1669869813.3269,IP,172.16.42.215,38168,99.83.183.187,443,6,46
1669869813.402677,IP,99.83.183.187,443,172.16.42.215,38168,6,0
1669869814.071039,IP,162.159.134.234,443,172.16.42.226,60486,6,197
1669869814.223553,IP,172.16.42.226,53092,172.16.42.1,1471,6,1270
1669869814.223791,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869814.224963,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869814.503159,IP,172.16.42.1,1471,172.16.42.226,53092,6,208
1669869814.510753,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869814.525161,IP,172.16.42.226,53092,172.16.42.1,1471,6,1229
1669869814.525377,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869815.620555,IP,172.16.42.1,1471,172.16.42.226,53092,6,491
1669869816.163983,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869816.513181,IP,162.159.134.234,443,172.16.42.226,60486,6,120
1669869816.722289,IP,172.16.42.226,60486,162.159.134.234,443,6,54
1669869816.723289,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869816.729888,IP,162.159.134.234,443,172.16.42.226,60486,6,0
1669869816.743999,IP,172.16.42.226,34532,142.251.116.100,80,6,0
1669869816.78312,IP,142.251.116.100,80,172.16.42.226,34532,6,0
1669869816.795791,IP,162.159.134.234,443,172.16.42.226,60486,6,46
1669869816.800711,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869818.10916,IP,162.159.134.234,443,172.16.42.226,60486,6,208
1669869818.153855,IP,172.16.42.226,53092,172.16.42.1,1471,6,1088
1669869818.154089,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869818.157786,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869818.226511,IP,172.16.42.226,59718,172.16.42.1,1471,6,1095
1669869818.226743,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869818.231523,IP,172.16.42.1,1471,172.16.42.226,59718,6,139
1669869818.233716,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869818.238738,IP,172.16.42.1,1471,172.16.42.226,53092,6,390
1669869818.240541,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869819.224282,IP,172.16.42.226,53092,172.16.42.1,1471,6,1270
1669869819.22452,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869819.328384,IP,162.159.134.234,443,172.16.42.226,60486,6,74
1669869819.474533,IP,172.16.42.1,1471,172.16.42.226,53092,6,208
1669869819.573414,IP,162.159.134.234,443,172.16.42.226,60486,6,72
1669869819.815375,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869819.815377,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869819.815377,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869819.826299,IP,172.16.42.226,53092,172.16.42.1,1471,6,1229
1669869819.826532,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869820.349573,IP,172.16.42.226,36546,172.16.42.1,53,17,47
1669869820.359538,IP,172.16.42.1,53,172.16.42.226,36546,17,111
1669869820.364506,IP,172.16.42.226,53816,13.226.237.184,443,6,0
1669869820.375091,IP,13.226.237.184,443,172.16.42.226,53816,6,0
1669869820.375955,IP,172.16.42.226,53816,13.226.237.184,443,6,0
1669869820.376496,IP,172.16.42.226,53816,13.226.237.184,443,6,517
1669869820.387411,IP,13.226.237.184,443,172.16.42.226,53816,6,0
1669869820.387969,IP,13.226.237.184,443,172.16.42.226,53816,6,234
1669869820.388886,IP,172.16.42.226,53816,13.226.237.184,443,6,0
1669869820.389735,IP,172.16.42.226,53816,13.226.237.184,443,6,64
1669869820.389736,IP,172.16.42.226,53816,13.226.237.184,443,6,98
1669869820.390377,IP,172.16.42.226,53816,13.226.237.184,443,6,301
1669869820.396052,IP,13.226.237.184,443,172.16.42.226,53816,6,0
1669869820.396667,IP,13.226.237.184,443,172.16.42.226,53816,6,146
1669869820.396912,IP,13.226.237.184,443,172.16.42.226,53816,6,0
1669869820.397106,IP,13.226.237.184,443,172.16.42.226,53816,6,71
1669869820.397283,IP,13.226.237.184,443,172.16.42.226,53816,6,0
1669869820.398415,IP,172.16.42.226,53816,13.226.237.184,443,6,0
1669869820.398899,IP,172.16.42.226,53816,13.226.237.184,443,6,31
1669869820.415984,IP,13.226.237.184,443,172.16.42.226,53816,6,338
1669869820.419068,IP,172.16.42.226,53816,13.226.237.184,443,6,35
1669869820.455018,IP,13.226.237.184,443,172.16.42.226,53816,6,338
1669869820.46166,IP,13.226.237.184,443,172.16.42.226,53816,6,0
1669869820.462319,IP,13.226.237.184,443,172.16.42.226,53816,6,0
1669869820.541158,IP,172.16.42.226,53816,13.226.237.184,443,6,35
1669869820.549216,IP,13.226.237.184,443,172.16.42.226,53816,6,0
1669869820.563838,IP,172.16.42.1,1471,172.16.42.226,53092,6,545
1669869820.721646,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869820.88449,IP,172.16.42.226,38806,40.64.128.224,443,6,0
1669869820.921269,IP,40.64.128.224,443,172.16.42.226,38806,6,0
1669869821.023629,IP,172.16.42.226,34356,35.186.224.47,443,6,43
1669869821.029825,IP,35.186.224.47,443,172.16.42.226,34356,6,0
1669869821.075405,IP,35.186.224.47,443,172.16.42.226,34356,6,40
1669869821.09287,IP,172.16.42.226,34356,35.186.224.47,443,6,0
1669869821.465428,IP,162.159.134.234,443,172.16.42.226,60486,6,120
1669869821.858983,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869823.224597,IP,172.16.42.226,53092,172.16.42.1,1471,6,1095
1669869823.224832,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869823.226801,IP,172.16.42.226,59718,172.16.42.1,1471,6,1088
1669869823.231052,IP,172.16.42.1,1471,172.16.42.226,53092,6,139
1669869823.234288,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869823.270305,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869823.305039,IP,172.16.42.1,1471,172.16.42.226,59718,6,390
1669869823.309027,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869823.400011,IP,172.16.42.226,37722,172.16.42.1,1471,6,0
1669869823.400207,IP,172.16.42.1,1471,172.16.42.226,37722,6,0
1669869823.400536,IP,172.16.42.226,45480,35.244.218.227,443,6,0
1669869823.426661,IP,35.244.218.227,443,172.16.42.226,45480,6,0
1669869823.786534,IP,172.16.42.226,60646,44.240.84.205,443,6,113
1669869823.786535,IP,172.16.42.226,60646,44.240.84.205,443,6,460
1669869823.833029,IP,44.240.84.205,443,172.16.42.226,60646,6,0
1669869823.833599,IP,44.240.84.205,443,172.16.42.226,60646,6,0
1669869823.833808,IP,44.240.84.205,443,172.16.42.226,60646,6,46
1669869823.836849,IP,44.240.84.205,443,172.16.42.226,60646,6,576
1669869823.837504,IP,44.240.84.205,443,172.16.42.226,60646,6,38
1669869823.841705,IP,172.16.42.226,60646,44.240.84.205,443,6,0
1669869823.841706,IP,172.16.42.226,60646,44.240.84.205,443,6,42
1669869823.93208,IP,44.240.84.205,443,172.16.42.226,60646,6,0
1669869824.19028,IP,172.16.42.1,1471,172.16.42.226,43124,6,0
1669869824.190408,IP,172.16.42.1,1471,172.16.42.226,37722,6,0
1669869824.211383,IP,172.16.42.226,59718,172.16.42.1,1471,6,1270
1669869824.211619,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869824.213119,IP,172.16.42.226,37722,172.16.42.1,1471,6,0
1669869824.21312,IP,172.16.42.226,43124,172.16.42.1,1471,6,0
1669869824.435043,IP,162.159.134.234,443,172.16.42.226,60486,6,62
1669869824.506836,IP,172.16.42.1,1471,172.16.42.226,59718,6,208
1669869824.930641,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869824.930643,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869824.94115,IP,172.16.42.226,43124,172.16.42.1,1471,6,0
1669869824.941344,IP,172.16.42.1,1471,172.16.42.226,43124,6,0
1669869824.94672,IP,172.16.42.226,59718,172.16.42.1,1471,6,1229
1669869824.94696,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869825.422798,IP,162.159.134.234,443,172.16.42.226,60486,6,56
1669869825.423324,IP,162.159.134.234,443,172.16.42.226,60486,6,42
1669869825.514449,IP,162.159.134.234,443,172.16.42.226,60486,6,314
1669869825.659,IP,172.16.42.1,1471,172.16.42.226,59718,6,590
1669869825.955019,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869825.955021,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869825.958463,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869826.000071,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869827.721801,IP,162.159.134.234,443,172.16.42.226,60486,6,50
1669869828.144291,IP,172.16.42.226,59718,172.16.42.1,1471,6,1088
1669869828.144528,IP,172.16.42.1,1471,172.16.42.226,59718,6,0
1669869828.145895,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869828.221536,IP,172.16.42.1,1471,172.16.42.226,59718,6,390
1669869828.224105,IP,172.16.42.226,59718,172.16.42.1,1471,6,0
1669869828.22645,IP,172.16.42.226,53092,172.16.42.1,1471,6,1095
1669869828.22667,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869828.232133,IP,172.16.42.1,1471,172.16.42.226,53092,6,139
1669869828.232903,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869828.704181,IP,162.159.134.234,443,172.16.42.226,60486,6,147
1669869829.217496,IP,172.16.42.226,53092,172.16.42.1,1471,6,1270
1669869829.218963,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869829.258355,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869829.50324,IP,172.16.42.1,1471,172.16.42.226,53092,6,208
1669869829.511083,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869829.51484,IP,172.16.42.226,53092,172.16.42.1,1471,6,1229
1669869829.515054,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869830.174099,IP,172.16.42.1,1471,172.16.42.226,53092,6,626
1669869830.712024,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869831.874023,IP,172.16.42.226,46307,52.10.183.132,123,17,228
1669869831.912415,IP,52.10.183.132,123,172.16.42.226,46307,17,228
1669869831.974204,IP,172.16.42.226,33679,185.34.151.142,123,17,48
1669869832.137909,IP,185.34.151.142,123,172.16.42.226,33679,17,48
1669869832.333061,IP,162.159.134.234,443,172.16.42.226,60486,6,55
1669869832.507807,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869833.238195,IP,172.16.42.226,53092,172.16.42.1,1471,6,1095
1669869833.23843,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869833.243449,IP,172.16.42.1,1471,172.16.42.226,53092,6,139
1669869833.244245,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869833.774694,IP,162.159.134.234,443,172.16.42.226,60486,6,370
1669869834.1454,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869834.211795,IP,172.16.42.226,53092,172.16.42.1,1471,6,1270
1669869834.212028,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869834.509376,IP,172.16.42.1,1471,172.16.42.226,53092,6,208
1669869834.967914,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869834.991598,IP,172.16.42.226,53092,172.16.42.1,1471,6,1229
1669869834.991831,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869835.279481,IP,172.16.42.1,1471,172.16.42.226,53092,6,680
1669869835.870318,IP,172.16.42.1,1471,172.16.42.226,53092,6,680
1669869836.552017,IP,172.16.42.226,53092,172.16.42.1,1471,6,0
1669869836.878105,IP,162.159.134.234,443,172.16.42.226,60486,6,288
1669869836.927051,IP,172.16.42.226,60486,162.159.134.234,443,6,0
1669869838.149522,IP,172.16.42.226,53092,172.16.42.1,1471,6,1088
1669869838.149759,IP,172.16.42.1,1471,172.16.42.226,53092,6,0
1669869838.212596,IP,162.159.134.234,443,172.16.42.226,60486,6,329
